Residual term;Time;Value
Gross yield rate of the reference loan (benchmark);2018-11-12;0.8
Gross yield rate of the reference loan (benchmark);2018-11-13;0.82
Gross yield rate of the reference loan (benchmark);2018-11-14;0.82
Gross yield rate of the reference loan (benchmark);2018-11-15;0.79
Gross yield rate of the reference loan (benchmark);2018-11-16;0.8
Gross yield rate of the reference loan (benchmark);2018-11-19;0.82
Gross yield rate of the reference loan (benchmark);2018-11-20;0.82
Gross yield rate of the reference loan (benchmark);2018-11-21;0.83
Gross yield rate of the reference loan (benchmark);2018-11-22;0.81
Gross yield rate of the reference loan (benchmark);2018-11-23;0.8
Gross yield rate of the reference loan (benchmark);2018-11-26;0.81
Gross yield rate of the reference loan (benchmark);2018-11-27;0.8
Gross yield rate of the reference loan (benchmark);2018-11-28;0.78
Gross yield rate of the reference loan (benchmark);2018-11-29;0.77
Gross yield rate of the reference loan (benchmark);2018-11-30;0.76
Gross yield rate of the reference loan (benchmark);2018-12-03;0.77
Gross yield rate of the reference loan (benchmark);2018-12-04;0.76
Gross yield rate of the reference loan (benchmark);2018-12-05;0.74
Gross yield rate of the reference loan (benchmark);2018-12-06;0.72
Gross yield rate of the reference loan (benchmark);2018-12-07;0.74
Gross yield rate of the reference loan (benchmark);2018-12-10;0.74
Gross yield rate of the reference loan (benchmark);2018-12-11;0.77
Gross yield rate of the reference loan (benchmark);2018-12-12;0.72
Gross yield rate of the reference loan (benchmark);2018-12-13;0.73
Gross yield rate of the reference loan (benchmark);2018-12-14;0.73
Gross yield rate of the reference loan (benchmark);2018-12-17;0.74
Gross yield rate of the reference loan (benchmark);2018-12-18;0.73
Gross yield rate of the reference loan (benchmark);2018-12-19;0.76
Gross yield rate of the reference loan (benchmark);2018-12-20;0.74
Gross yield rate of the reference loan (benchmark);2018-12-21;0.76
Gross yield rate of the reference loan (benchmark);2018-12-27;0.76
Gross yield rate of the reference loan (benchmark);2018-12-28;0.76
Gross yield rate of the reference loan (benchmark);2019-01-02;0.71
Gross yield rate of the reference loan (benchmark);2019-01-03;0.72
Gross yield rate of the reference loan (benchmark);2019-01-04;0.73
Gross yield rate of the reference loan (benchmark);2019-01-07;0.75
Gross yield rate of the reference loan (benchmark);2019-01-08;0.78
Gross yield rate of the reference loan (benchmark);2019-01-09;0.79
Gross yield rate of the reference loan (benchmark);2019-01-10;0.73
Gross yield rate of the reference loan (benchmark);2019-01-11;0.71
Gross yield rate of the reference loan (benchmark);2019-01-14;0.68
Gross yield rate of the reference loan (benchmark);2019-01-15;0.67
Gross yield rate of the reference loan (benchmark);2019-01-16;0.82
Gross yield rate of the reference loan (benchmark);2019-01-17;0.82
Gross yield rate of the reference loan (benchmark);2019-01-18;0.84
Gross yield rate of the reference loan (benchmark);2019-01-21;0.83
Gross yield rate of the reference loan (benchmark);2019-01-22;0.84
Gross yield rate of the reference loan (benchmark);2019-01-23;0.82
Gross yield rate of the reference loan (benchmark);2019-01-24;0.78
Gross yield rate of the reference loan (benchmark);2019-01-25;0.75
Gross yield rate of the reference loan (benchmark);2019-01-28;0.77
Gross yield rate of the reference loan (benchmark);2019-01-29;0.78
Gross yield rate of the reference loan (benchmark);2019-01-30;0.78
Gross yield rate of the reference loan (benchmark);2019-01-31;0.74
Gross yield rate of the reference loan (benchmark);2019-02-01;0.74
Gross yield rate of the reference loan (benchmark);2019-02-04;0.73
Gross yield rate of the reference loan (benchmark);2019-02-05;0.75
Gross yield rate of the reference loan (benchmark);2019-02-06;0.73
Gross yield rate of the reference loan (benchmark);2019-02-07;0.73
Gross yield rate of the reference loan (benchmark);2019-02-08;0.7
Gross yield rate of the reference loan (benchmark);2019-10-28;-0.06
Gross yield rate of the reference loan (benchmark);2019-10-29;-0.06
Gross yield rate of the reference loan (benchmark);2019-10-30;-0.07
Gross yield rate of the reference loan (benchmark);2019-10-31;-0.11
Gross yield rate of the reference loan (benchmark);2019-11-04;-0.06
Gross yield rate of the reference loan (benchmark);2019-11-05;-0.02
Gross yield rate of the reference loan (benchmark);2019-11-06;-0.03
Gross yield rate of the reference loan (benchmark);2019-11-07;-0.03
Gross yield rate of the reference loan (benchmark);2019-11-08;0.03
Gross yield rate of the reference loan (benchmark);2019-11-12;0.05
Gross yield rate of the reference loan (benchmark);2019-11-13;0
Gross yield rate of the reference loan (benchmark);2019-11-14;-0.03
Gross yield rate of the reference loan (benchmark);2019-11-15;-0.03
Gross yield rate of the reference loan (benchmark);2019-11-18;-0.03
Gross yield rate of the reference loan (benchmark);2019-11-19;-0.05
Gross yield rate of the reference loan (benchmark);2019-11-20;-0.09
Gross yield rate of the reference loan (benchmark);2019-11-21;-0.06
Gross yield rate of the reference loan (benchmark);2019-11-22;-0.07
Gross yield rate of the reference loan (benchmark);2019-11-25;-0.06
Gross yield rate of the reference loan (benchmark);2019-11-26;-0.07
Gross yield rate of the reference loan (benchmark);2019-11-27;-0.09
Gross yield rate of the reference loan (benchmark);2019-11-28;-0.08
Gross yield rate of the reference loan (benchmark);2019-11-29;-0.07
Gross yield rate of the reference loan (benchmark);2019-12-02;0
Gross yield rate of the reference loan (benchmark);2019-12-03;0
Gross yield rate of the reference loan (benchmark);2019-12-04;-0.05
Gross yield rate of the reference loan (benchmark);2019-12-05;-0.01
Gross yield rate of the reference loan (benchmark);2019-12-06;-0.01
Gross yield rate of the reference loan (benchmark);2019-12-09;-0.02
Gross yield rate of the reference loan (benchmark);2019-12-10;0
Gross yield rate of the reference loan (benchmark);2019-12-11;-0.03
Gross yield rate of the reference loan (benchmark);2019-12-12;-0.04
Gross yield rate of the reference loan (benchmark);2019-12-13;0.02
Gross yield rate of the reference loan (benchmark);2019-12-16;-0.03
Gross yield rate of the reference loan (benchmark);2019-12-17;-0.01
Gross yield rate of the reference loan (benchmark);2019-12-18;-0.02
Gross yield rate of the reference loan (benchmark);2019-12-19;0.05
Gross yield rate of the reference loan (benchmark);2019-12-20;0.04
Gross yield rate of the reference loan (benchmark);2019-12-23;0.01
Gross yield rate of the reference loan (benchmark);2019-12-24;0.03
Gross yield rate of the reference loan (benchmark);2019-12-27;0.02
Gross yield rate of the reference loan (benchmark);2019-12-30;0.07
Gross yield rate of the reference loan (benchmark);2019-12-31;0.09
Gross yield rate of the reference loan (benchmark);2020-01-02;0.09
Gross yield rate of the reference loan (benchmark);2020-01-03;-0.01
Gross yield rate of the reference loan (benchmark);2020-01-06;-0.01
Gross yield rate of the reference loan (benchmark);2020-01-07;0
Gross yield rate of the reference loan (benchmark);2020-01-08;0
Gross yield rate of the reference loan (benchmark);2020-01-09;0.03
Gross yield rate of the reference loan (benchmark);2020-01-10;0.03
Gross yield rate of the reference loan (benchmark);2020-01-13;0.05
Gross yield rate of the reference loan (benchmark);2020-01-14;0.05
Gross yield rate of the reference loan (benchmark);2020-01-15;0.02
Gross yield rate of the reference loan (benchmark);2020-01-16;0.01
Gross yield rate of the reference loan (benchmark);2020-01-17;0.01
Gross yield rate of the reference loan (benchmark);2020-01-20;0.03
Gross yield rate of the reference loan (benchmark);2020-01-21;0.01
Gross yield rate of the reference loan (benchmark);2020-01-22;-0.01
Gross yield rate of the reference loan (benchmark);2020-01-23;-0.05
Gross yield rate of the reference loan (benchmark);2020-01-24;-0.07
Gross yield rate of the reference loan (benchmark);2020-01-27;-0.12
Gross yield rate of the reference loan (benchmark);2020-01-28;-0.16
Gross yield rate of the reference loan (benchmark);2020-01-29;-0.14
Gross yield rate of the reference loan (benchmark);2020-01-30;-0.16
Gross yield rate of the reference loan (benchmark);2020-01-31;-0.16
Gross yield rate of the reference loan (benchmark);2020-02-03;-0.19
Gross yield rate of the reference loan (benchmark);2020-02-04;-0.16
Gross yield rate of the reference loan (benchmark);2020-02-05;-0.04
Gross yield rate of the reference loan (benchmark);2020-02-06;-0.03
Gross yield rate of the reference loan (benchmark);2020-02-07;-0.07
Gross yield rate of the reference loan (benchmark);2020-02-10;-0.08
Gross yield rate of the reference loan (benchmark);2020-02-11;-0.08
Gross yield rate of the reference loan (benchmark);2020-02-12;-0.06
Gross yield rate of the reference loan (benchmark);2020-02-13;-0.11
Gross yield rate of the reference loan (benchmark);2020-02-14;-0.1
Gross yield rate of the reference loan (benchmark);2020-02-17;-0.11
Gross yield rate of the reference loan (benchmark);2020-02-18;-0.12
Gross yield rate of the reference loan (benchmark);2020-02-19;-0.12
Gross yield rate of the reference loan (benchmark);2020-02-20;-0.12
Gross yield rate of the reference loan (benchmark);2020-02-21;-0.16
Gross yield rate of the reference loan (benchmark);2020-02-24;-0.19
Gross yield rate of the reference loan (benchmark);2020-02-25;-0.18
Gross yield rate of the reference loan (benchmark);2020-02-26;-0.18
Gross yield rate of the reference loan (benchmark);2020-02-27;-0.18
Gross yield rate of the reference loan (benchmark);2020-02-28;-0.25
Gross yield rate of the reference loan (benchmark);2020-03-02;-0.25
Gross yield rate of the reference loan (benchmark);2020-11-18;-0.38
Gross yield rate of the reference loan (benchmark);2020-11-19;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-20;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-23;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-24;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-25;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-26;-0.39
Gross yield rate of the reference loan (benchmark);2020-11-27;-0.4
Gross yield rate of the reference loan (benchmark);2020-11-30;-0.39
Gross yield rate of the reference loan (benchmark);2020-12-01;-0.35
Gross yield rate of the reference loan (benchmark);2020-12-02;-0.33
Gross yield rate of the reference loan (benchmark);2020-12-03;-0.35
Gross yield rate of the reference loan (benchmark);2020-12-04;-0.36
Gross yield rate of the reference loan (benchmark);2020-12-07;-0.38
Gross yield rate of the reference loan (benchmark);2020-12-08;-0.39
Gross yield rate of the reference loan (benchmark);2020-12-09;-0.4
Gross yield rate of the reference loan (benchmark);2020-12-10;-0.42
Gross yield rate of the reference loan (benchmark);2020-12-11;-0.44
Gross yield rate of the reference loan (benchmark);2020-12-14;-0.43
Gross yield rate of the reference loan (benchmark);2020-12-15;-0.42
Gross yield rate of the reference loan (benchmark);2020-12-16;-0.4
Gross yield rate of the reference loan (benchmark);2020-12-17;-0.39
Gross yield rate of the reference loan (benchmark);2020-12-18;-0.37
Gross yield rate of the reference loan (benchmark);2020-12-21;-0.42
Gross yield rate of the reference loan (benchmark);2020-12-22;-0.39
Gross yield rate of the reference loan (benchmark);2020-12-23;-0.41
Gross yield rate of the reference loan (benchmark);2020-12-24;-0.36
Gross yield rate of the reference loan (benchmark);2020-12-28;-0.36
Gross yield rate of the reference loan (benchmark);2020-12-29;-0.4
Gross yield rate of the reference loan (benchmark);2020-12-30;-0.38
Gross yield rate of the reference loan (benchmark);2020-12-31;-0.39
Gross yield rate of the reference loan (benchmark);2021-01-04;-0.42
Gross yield rate of the reference loan (benchmark);2021-01-05;-0.41
Gross yield rate of the reference loan (benchmark);2021-01-06;-0.36
Gross yield rate of the reference loan (benchmark);2021-01-07;-0.36
Gross yield rate of the reference loan (benchmark);2021-01-08;-0.37
Gross yield rate of the reference loan (benchmark);2021-01-11;-0.37
Gross yield rate of the reference loan (benchmark);2021-01-12;-0.32
Gross yield rate of the reference loan (benchmark);2021-01-13;-0.33
Gross yield rate of the reference loan (benchmark);2021-01-14;-0.37
Gross yield rate of the reference loan (benchmark);2021-01-15;-0.37
Gross yield rate of the reference loan (benchmark);2021-01-18;-0.36
Gross yield rate of the reference loan (benchmark);2021-01-19;-0.34
Gross yield rate of the reference loan (benchmark);2021-01-20;-0.35
Gross yield rate of the reference loan (benchmark);2021-01-21;-0.35
Gross yield rate of the reference loan (benchmark);2021-01-22;-0.32
Gross yield rate of the reference loan (benchmark);2021-01-25;-0.35
Gross yield rate of the reference loan (benchmark);2021-01-26;-0.36
Gross yield rate of the reference loan (benchmark);2021-01-27;-0.35
Gross yield rate of the reference loan (benchmark);2021-01-28;-0.37
Gross yield rate of the reference loan (benchmark);2021-01-29;-0.33
Gross yield rate of the reference loan (benchmark);2021-02-01;-0.34
Gross yield rate of the reference loan (benchmark);2021-02-02;-0.32
Gross yield rate of the reference loan (benchmark);2021-02-03;-0.3
Gross yield rate of the reference loan (benchmark);2021-02-04;-0.3
Gross yield rate of the reference loan (benchmark);2021-02-05;-0.29
Gross yield rate of the reference loan (benchmark);2021-02-08;-0.26
Gross yield rate of the reference loan (benchmark);2021-02-09;-0.28
Gross yield rate of the reference loan (benchmark);2021-02-10;-0.27
Gross yield rate of the reference loan (benchmark);2021-02-11;-0.29
Gross yield rate of the reference loan (benchmark);2021-02-12;-0.28
Gross yield rate of the reference loan (benchmark);2021-02-15;-0.21
Gross yield rate of the reference loan (benchmark);2021-02-16;-0.21
Gross yield rate of the reference loan (benchmark);2021-02-17;-0.16
Gross yield rate of the reference loan (benchmark);2021-02-18;-0.17
Gross yield rate of the reference loan (benchmark);2021-02-19;-0.12
Gross yield rate of the reference loan (benchmark);2021-02-22;-0.11
Gross yield rate of the reference loan (benchmark);2021-02-23;-0.11
Gross yield rate of the reference loan (benchmark);2021-02-24;-0.11
Gross yield rate of the reference loan (benchmark);2021-02-25;-0.06
Gross yield rate of the reference loan (benchmark);2021-02-26;-0.05
Gross yield rate of the reference loan (benchmark);2021-03-01;-0.12
Gross yield rate of the reference loan (benchmark);2021-03-02;-0.14
Gross yield rate of the reference loan (benchmark);2021-03-03;-0.14
Gross yield rate of the reference loan (benchmark);2021-03-04;-0.12
Gross yield rate of the reference loan (benchmark);2021-03-05;-0.1
Gross yield rate of the reference loan (benchmark);2021-03-08;0
Gross yield rate of the reference loan (benchmark);2021-03-09;-0.02
Gross yield rate of the reference loan (benchmark);2021-03-10;0
Gross yield rate of the reference loan (benchmark);2021-03-11;-0.02
Gross yield rate of the reference loan (benchmark);2021-03-12;-0.01
Gross yield rate of the reference loan (benchmark);2021-03-15;-0.01
Gross yield rate of the reference loan (benchmark);2021-03-16;-0.04
Gross yield rate of the reference loan (benchmark);2021-03-17;-0.01
Gross yield rate of the reference loan (benchmark);2021-03-18;0.04
Gross yield rate of the reference loan (benchmark);2021-03-19;0
Gross yield rate of the reference loan (benchmark);2021-03-22;0
Gross yield rate of the reference loan (benchmark);2021-03-23;-0.02
Gross yield rate of the reference loan (benchmark);2021-03-24;-0.05
Gross yield rate of the reference loan (benchmark);2021-03-25;-0.05
Gross yield rate of the reference loan (benchmark);2021-03-26;-0.05
Gross yield rate of the reference loan (benchmark);2021-12-13;-0.04
Gross yield rate of the reference loan (benchmark);2021-12-14;-0.04
Gross yield rate of the reference loan (benchmark);2021-12-15;-0.04
Gross yield rate of the reference loan (benchmark);2021-12-16;-0.02
Gross yield rate of the reference loan (benchmark);2021-12-17;-0.01
Gross yield rate of the reference loan (benchmark);2021-12-20;-0.05
Gross yield rate of the reference loan (benchmark);2021-12-21;-0.02
Gross yield rate of the reference loan (benchmark);2021-12-22;0.08
Gross yield rate of the reference loan (benchmark);2021-12-23;0.09
Gross yield rate of the reference loan (benchmark);2021-12-24;0.11
Gross yield rate of the reference loan (benchmark);2021-12-27;0.13
Gross yield rate of the reference loan (benchmark);2021-12-28;0.13
Gross yield rate of the reference loan (benchmark);2021-12-29;0.13
Gross yield rate of the reference loan (benchmark);2021-12-30;0.15
Gross yield rate of the reference loan (benchmark);2021-12-31;0.18
Gross yield rate of the reference loan (benchmark);2022-01-03;0.18
Gross yield rate of the reference loan (benchmark);2022-01-04;0.21
Gross yield rate of the reference loan (benchmark);2022-01-05;0.22
Gross yield rate of the reference loan (benchmark);2022-01-06;0.24
Gross yield rate of the reference loan (benchmark);2022-01-07;0.26
Gross yield rate of the reference loan (benchmark);2022-01-10;0.29
Gross yield rate of the reference loan (benchmark);2022-01-11;0.27
Gross yield rate of the reference loan (benchmark);2022-01-12;0.27
Gross yield rate of the reference loan (benchmark);2022-01-13;0.26
Gross yield rate of the reference loan (benchmark);2022-01-14;0.24
Gross yield rate of the reference loan (benchmark);2022-01-17;0.28
Gross yield rate of the reference loan (benchmark);2022-01-18;0.3
Gross yield rate of the reference loan (benchmark);2022-01-19;0.31
Gross yield rate of the reference loan (benchmark);2022-01-20;0.28
Gross yield rate of the reference loan (benchmark);2022-01-21;0.25
Gross yield rate of the reference loan (benchmark);2022-01-24;0.23
Gross yield rate of the reference loan (benchmark);2022-01-25;0.26
Gross yield rate of the reference loan (benchmark);2022-01-26;0.25
Gross yield rate of the reference loan (benchmark);2022-01-27;0.29
Gross yield rate of the reference loan (benchmark);2022-01-28;0.29
Gross yield rate of the reference loan (benchmark);2022-01-31;0.31
Gross yield rate of the reference loan (benchmark);2022-02-01;0.32
Gross yield rate of the reference loan (benchmark);2022-02-02;0.35
Gross yield rate of the reference loan (benchmark);2022-02-03;0.38
Gross yield rate of the reference loan (benchmark);2022-02-04;0.53
Gross yield rate of the reference loan (benchmark);2022-02-07;0.61
Gross yield rate of the reference loan (benchmark);2022-02-08;0.6
Gross yield rate of the reference loan (benchmark);2022-02-09;0.59
Gross yield rate of the reference loan (benchmark);2022-02-10;0.63
Gross yield rate of the reference loan (benchmark);2022-02-11;0.68
Gross yield rate of the reference loan (benchmark);2022-02-14;0.62
Gross yield rate of the reference loan (benchmark);2022-02-15;0.7
Gross yield rate of the reference loan (benchmark);2022-02-16;0.72
Gross yield rate of the reference loan (benchmark);2022-02-17;0.69
Gross yield rate of the reference loan (benchmark);2022-02-18;0.63
Gross yield rate of the reference loan (benchmark);2022-02-21;0.65
Gross yield rate of the reference loan (benchmark);2022-02-22;0.64
Gross yield rate of the reference loan (benchmark);2022-02-23;0.68
Gross yield rate of the reference loan (benchmark);2022-02-24;0.6
Gross yield rate of the reference loan (benchmark);2022-02-25;0.6
Gross yield rate of the reference loan (benchmark);2022-02-28;0.61
Gross yield rate of the reference loan (benchmark);2022-03-01;0.45
Gross yield rate of the reference loan (benchmark);2022-03-02;0.37
Gross yield rate of the reference loan (benchmark);2022-03-03;0.49
Gross yield rate of the reference loan (benchmark);2022-03-04;0.44
Gross yield rate of the reference loan (benchmark);2022-03-07;0.42
Gross yield rate of the reference loan (benchmark);2022-03-08;0.48
Gross yield rate of the reference loan (benchmark);2022-03-09;0.57
Gross yield rate of the reference loan (benchmark);2022-03-10;0.68
Gross yield rate of the reference loan (benchmark);2022-03-11;0.81
Gross yield rate of the reference loan (benchmark);2022-03-14;0.88
Gross yield rate of the reference loan (benchmark);2022-03-15;0.88
Gross yield rate of the reference loan (benchmark);2022-03-16;0.88
Gross yield rate of the reference loan (benchmark);2022-03-17;0.88
Gross yield rate of the reference loan (benchmark);2022-03-18;0.87
Gross yield rate of the reference loan (benchmark);2022-03-21;0.91
Gross yield rate of the reference loan (benchmark);2022-03-22;0.98
Gross yield rate of the reference loan (benchmark);2022-03-23;0.95
Gross yield rate of the reference loan (benchmark);2022-03-24;1
Gross yield rate of the reference loan (benchmark);2022-03-25;0.97
Gross yield rate of the reference loan (benchmark);2022-03-28;1.07
Gross yield rate of the reference loan (benchmark);2022-03-29;1.08
Gross yield rate of the reference loan (benchmark);2022-03-30;1.11
Gross yield rate of the reference loan (benchmark);2022-03-31;1.08
Gross yield rate of the reference loan (benchmark);2022-04-01;1.09
Gross yield rate of the reference loan (benchmark);2022-04-04;1.01
Gross yield rate of the reference loan (benchmark);2022-04-05;1.07
Gross yield rate of the reference loan (benchmark);2022-04-06;1.21
Gross yield rate of the reference loan (benchmark);2022-04-07;1.17
Gross yield rate of the reference loan (benchmark);2022-04-08;1.24
Gross yield rate of the reference loan (benchmark);2022-04-11;1.28
Gross yield rate of the reference loan (benchmark);2022-04-12;1.36
Gross yield rate of the reference loan (benchmark);2022-04-13;1.34
Gross yield rate of the reference loan (benchmark);2022-04-14;1.3
Gross yield rate of the reference loan (benchmark);2023-01-02;3.12
Gross yield rate of the reference loan (benchmark);2023-01-03;2.97
Gross yield rate of the reference loan (benchmark);2023-01-04;2.93
Gross yield rate of the reference loan (benchmark);2023-01-05;2.91
Gross yield rate of the reference loan (benchmark);2023-01-06;2.94
Gross yield rate of the reference loan (benchmark);2023-01-09;2.89
Gross yield rate of the reference loan (benchmark);2023-01-10;2.88
Gross yield rate of the reference loan (benchmark);2023-01-11;2.79
Gross yield rate of the reference loan (benchmark);2023-01-12;2.73
Gross yield rate of the reference loan (benchmark);2023-01-13;2.63
Gross yield rate of the reference loan (benchmark);2023-01-16;2.75
Gross yield rate of the reference loan (benchmark);2023-01-17;2.74
Gross yield rate of the reference loan (benchmark);2023-01-18;2.62
Gross yield rate of the reference loan (benchmark);2023-01-19;2.53
Gross yield rate of the reference loan (benchmark);2023-01-20;2.64
Gross yield rate of the reference loan (benchmark);2023-01-23;2.71
Gross yield rate of the reference loan (benchmark);2023-01-24;2.73
Gross yield rate of the reference loan (benchmark);2023-01-25;2.65
Gross yield rate of the reference loan (benchmark);2023-01-26;2.73
Gross yield rate of the reference loan (benchmark);2023-01-27;2.83
Gross yield rate of the reference loan (benchmark);2023-01-30;2.86
Gross yield rate of the reference loan (benchmark);2023-01-31;2.87
Gross yield rate of the reference loan (benchmark);2023-02-01;2.82
Gross yield rate of the reference loan (benchmark);2023-02-02;2.81
Gross yield rate of the reference loan (benchmark);2023-02-03;2.68
Gross yield rate of the reference loan (benchmark);2023-02-06;2.82
Gross yield rate of the reference loan (benchmark);2023-02-07;2.84
Gross yield rate of the reference loan (benchmark);2023-02-08;2.91
Gross yield rate of the reference loan (benchmark);2023-02-09;2.84
Gross yield rate of the reference loan (benchmark);2023-02-10;2.9
Gross yield rate of the reference loan (benchmark);2023-02-13;2.9
Gross yield rate of the reference loan (benchmark);2023-02-14;2.9
Gross yield rate of the reference loan (benchmark);2023-02-15;2.96
Gross yield rate of the reference loan (benchmark);2023-02-16;3.02
Gross yield rate of the reference loan (benchmark);2023-02-17;3.1
Gross yield rate of the reference loan (benchmark);2023-02-20;3.01
Gross yield rate of the reference loan (benchmark);2023-02-21;3.06
Gross yield rate of the reference loan (benchmark);2023-02-22;3.14
Gross yield rate of the reference loan (benchmark);2023-02-23;3.12
Gross yield rate of the reference loan (benchmark);2023-02-24;3.05
Gross yield rate of the reference loan (benchmark);2023-02-27;3.16
Gross yield rate of the reference loan (benchmark);2023-02-28;3.24
Gross yield rate of the reference loan (benchmark);2023-03-01;3.29
Gross yield rate of the reference loan (benchmark);2023-03-02;3.33
Gross yield rate of the reference loan (benchmark);2023-03-03;3.28
Gross yield rate of the reference loan (benchmark);2023-03-06;3.24
Gross yield rate of the reference loan (benchmark);2023-03-07;3.26
Gross yield rate of the reference loan (benchmark);2023-03-08;3.29
Gross yield rate of the reference loan (benchmark);2023-03-09;3.29
Gross yield rate of the reference loan (benchmark);2023-03-10;3.15
Gross yield rate of the reference loan (benchmark);2023-03-13;2.89
Gross yield rate of the reference loan (benchmark);2023-03-14;3.01
Gross yield rate of the reference loan (benchmark);2023-03-15;3
Gross yield rate of the reference loan (benchmark);2023-03-16;2.93
Gross yield rate of the reference loan (benchmark);2023-03-17;2.91
Gross yield rate of the reference loan (benchmark);2023-03-20;2.7
Gross yield rate of the reference loan (benchmark);2023-03-21;2.83
Gross yield rate of the reference loan (benchmark);2023-03-22;3.02
Gross yield rate of the reference loan (benchmark);2023-03-23;2.93
Gross yield rate of the reference loan (benchmark);2023-03-24;2.75
Gross yield rate of the reference loan (benchmark);2023-03-27;2.86
Gross yield rate of the reference loan (benchmark);2023-03-28;3
Gross yield rate of the reference loan (benchmark);2023-03-29;2.98
Gross yield rate of the reference loan (benchmark);2023-03-30;2.97
Gross yield rate of the reference loan (benchmark);2023-03-31;3.07
Gross yield rate of the reference loan (benchmark);2023-04-03;3.01
Gross yield rate of the reference loan (benchmark);2023-04-04;2.96
Gross yield rate of the reference loan (benchmark);2023-04-05;2.97
Gross yield rate of the reference loan (benchmark);2023-04-06;2.82
Gross yield rate of the reference loan (benchmark);2023-04-11;2.92
Gross yield rate of the reference loan (benchmark);2023-04-12;3
Gross yield rate of the reference loan (benchmark);2023-04-13;3.07
Gross yield rate of the reference loan (benchmark);2023-04-14;3.06
Gross yield rate of the reference loan (benchmark);2023-04-17;3.11
Gross yield rate of the reference loan (benchmark);2023-04-18;3.16
Gross yield rate of the reference loan (benchmark);2023-04-19;3.19
Gross yield rate of the reference loan (benchmark);2023-04-20;3.16
Gross yield rate of the reference loan (benchmark);2023-04-21;3.12
Gross yield rate of the reference loan (benchmark);2023-04-24;3.15
Gross yield rate of the reference loan (benchmark);2023-04-25;3.12
Gross yield rate of the reference loan (benchmark);2023-04-26;3.03
Gross yield rate of the reference loan (benchmark);2023-04-27;3.12
Gross yield rate of the reference loan (benchmark);2023-04-28;3.04
Gross yield rate of the reference loan (benchmark);2023-05-02;3.06
Gross yield rate of the reference loan (benchmark);2023-05-03;2.94
Gross yield rate of the reference loan (benchmark);2023-05-04;2.94
Gross yield rate of the reference loan (benchmark);2023-05-05;2.97
Gross yield rate of the reference loan (benchmark);2023-05-08;3.02
Gross yield rate of the reference loan (benchmark);2023-05-09;3.03
Gross yield rate of the reference loan (benchmark);2023-05-10;3.06
Gross yield rate of the reference loan (benchmark);2024-01-24;2.94
Gross yield rate of the reference loan (benchmark);2024-01-25;2.99
Gross yield rate of the reference loan (benchmark);2024-01-26;2.87
Gross yield rate of the reference loan (benchmark);2024-01-29;2.85
Gross yield rate of the reference loan (benchmark);2024-01-30;2.85
Gross yield rate of the reference loan (benchmark);2024-01-31;2.83
Gross yield rate of the reference loan (benchmark);2024-02-01;2.84
Gross yield rate of the reference loan (benchmark);2024-02-02;2.79
Gross yield rate of the reference loan (benchmark);2024-02-05;2.9
Gross yield rate of the reference loan (benchmark);2024-02-06;2.94
Gross yield rate of the reference loan (benchmark);2024-02-07;2.91
Gross yield rate of the reference loan (benchmark);2024-02-08;2.92
Gross yield rate of the reference loan (benchmark);2024-02-09;2.98
Gross yield rate of the reference loan (benchmark);2024-02-12;2.97
Gross yield rate of the reference loan (benchmark);2024-02-13;2.96
Gross yield rate of the reference loan (benchmark);2024-02-14;2.95
Gross yield rate of the reference loan (benchmark);2024-02-15;2.9
Gross yield rate of the reference loan (benchmark);2024-02-16;2.97
Gross yield rate of the reference loan (benchmark);2024-02-19;2.96
Gross yield rate of the reference loan (benchmark);2024-02-20;2.96
Gross yield rate of the reference loan (benchmark);2024-02-21;2.97
Gross yield rate of the reference loan (benchmark);2024-02-22;3.01
Gross yield rate of the reference loan (benchmark);2024-02-23;3.01
Gross yield rate of the reference loan (benchmark);2024-02-26;2.92
Gross yield rate of the reference loan (benchmark);2024-02-27;2.99
Gross yield rate of the reference loan (benchmark);2024-02-28;3.02
Gross yield rate of the reference loan (benchmark);2024-02-29;3.05
Gross yield rate of the reference loan (benchmark);2024-03-01;3.02
Gross yield rate of the reference loan (benchmark);2024-03-04;2.96
Gross yield rate of the reference loan (benchmark);2024-03-05;2.92
Gross yield rate of the reference loan (benchmark);2024-03-06;2.9
Gross yield rate of the reference loan (benchmark);2024-03-07;2.87
Gross yield rate of the reference loan (benchmark);2024-03-08;2.81
Gross yield rate of the reference loan (benchmark);2024-03-11;2.8
Gross yield rate of the reference loan (benchmark);2024-03-12;2.83
Gross yield rate of the reference loan (benchmark);2024-03-13;2.84
Gross yield rate of the reference loan (benchmark);2024-03-14;2.89
Gross yield rate of the reference loan (benchmark);2024-03-15;2.97
Gross yield rate of the reference loan (benchmark);2024-03-18;2.98
Gross yield rate of the reference loan (benchmark);2024-03-19;2.97
Gross yield rate of the reference loan (benchmark);2024-03-20;2.94
Gross yield rate of the reference loan (benchmark);2024-03-21;2.92
Gross yield rate of the reference loan (benchmark);2024-03-22;2.91
Gross yield rate of the reference loan (benchmark);2024-03-25;2.91
Gross yield rate of the reference loan (benchmark);2024-03-26;2.9
Gross yield rate of the reference loan (benchmark);2024-03-27;2.91
